Stuffed Mushrooms,"[""2 qt. mushrooms"", ""1 bowl cream cheese"", ""8 slices bacon""]","[""De-stem mushrooms and wash thoroughly."", ""Cook bacon."", ""Combine bacon and cream cheese."", ""Stuff mushrooms with the combined cream cheese and bacon."", ""Place on buttered baking pan and cook for 15 to 20 minutes at 325\u00b0.""]","[""mushrooms"", ""cream cheese"", ""bacon""]"
Pecan Tarts,"[""1 stick butter, softened"", ""1 (3 oz.) pkg. cream cheese, softened"", ""1 c. flour""]","[""Mix and shape into 24 balls and press with thumb into tart pans.""]","[""butter"", ""cream cheese"", ""flour""]"
Chicken Enchiladas,"[""2 chicken breasts, boned, skinned, cooked and shredded"", ""2 c. medium cheddar cheese, grated"", ""8 oz. sour cream""]","[""Mix filling ingredients and chill in refrigerator.""]","[""chicken breasts"", ""cheddar cheese"", ""sour cream""]"
Linda'S Homemade Chili Sauce,"[""2 Tbsp. bell pepper, chopped"", ""2 Tbsp. onion, chopped"", ""1 tsp. minced garlic (optional)"", ""1 1/4 c. ketchup"", ""Dash of Chili powder""]","[""In small skillet, saute bell pepper and onion,1 to 2 minutes. Add garlic, ketchup and Chili powder. Mix well. Heat thoroughly. Makes about 1 1/2 cups sauce.""]","[""bell pepper"", ""onion"", ""garlic"", ""ketchup""]"
Momma'S Red Rice,"[""3 strips bacon"", ""1 (16 oz.) can stewed tomatoes"", ""1 to 1 1/4 c. rice""]","[""Fry bacon and remove from pan."", ""Add tomatoes."", ""Add rice and stir."", ""Simmer for approximately 30 minutes or until rice is done. Crumble fried bacon on top of rice.""]","[""bacon"", ""tomatoes"", ""rice""]"
Mayonnaise Biscuits,"[""1 c. self-rising flour"", ""1/4 c. mayonnaise or salad dressing"", ""1/2 c. milk""]","[""Mix all ingredients together."", ""Roll or pat on floured surface. Cut with biscuit cutter or glass."", ""Place in lightly greased baking dish and bake at 400\u00b0 until golden brown.""]","[""flour"", ""mayonnaise"", ""milk""]"
German Potato Soup,"[""5 to 6 large firm potatoes, diced"", ""5 to 6 large carrots, sliced"", ""5 short celery stalks, diced"", ""1 small onion, diced""]","[""Put all ingredients in pot."", ""Fill with cold water to cover. Keep water level covering vegetables until about 10 to 15 minutes before being done."", ""Continue cooking with water at 3/4 level."", ""Add salt to taste."", ""Add beef bouillon cubes to taste."", ""Cook at medium heat (do not boil) for 45 minutes or until done."", ""Mash with hand potato masher until just slightly lumpy."", ""Goes well with cornbread.""]","[""potatoes"", ""carrots"", ""celery"", ""onion""]"
Bongo Biscuits,"[""2 c. self-rising flour"", ""1 c. milk"", ""1/4 c. mayonnaise""]","[""Combine all ingredients in a bowl."", ""Stir until mixed."", ""Spoon into a greased muffin pan."", ""Bake in a preheated oven at 400\u00b0"", ""for 12 to 15 minutes or until brown."", ""Makes 10 biscuits.""]","[""flour"", ""milk"", ""mayonnaise""]"
Hush Puppies,"[""2 c. self-rising white corn meal mix"", ""3/4 c. milk"", ""1 egg, beaten"", ""1 small onion, finely chopped""]","[""Combine all ingredients and mix well."", ""Drop by rounded teaspoonfuls into deep, hot oil at 375\u00b0, frying only a few at a time, until golden brown."", ""Drain on absorbent paper."", ""Yields about 2 dozen hush puppies.""]","[""milk"", ""egg"", ""onion""]"
Bullseye(A Fun Way To Serve Children Eggs)  ,"[""1 egg (per serving)"", ""butter"", ""1 slice white or rye bread (per serving)""]","[""First prepare the bread by cutting a hole in the middle of the slice."", ""Use a water glass or child's plastic cup.""]","[""egg"", ""butter"", ""bread""]"
Mini Cream Cheese Biscuits,"[""1 pkg. (8 oz.) cream cheese, softened"", ""1 stick butter/margarine, softened"", ""1 c. self-rising flour""]","[""Beat cream cheese and butter at medium speed of an electric mixer until creamy."", ""Gradually add flour, beating at low speed until blended."", ""Spoon dough into ungreased mini muffin pans, filling full."", ""Bake at 400\u00b0 for 15 minutes or until golden."", ""Serve immediately."", ""Yields:"", ""1 1/2 doz.""]","[""cream cheese"", ""butter"", ""flour""]"
Bacon Cheese French Bread,"[""1 loaf unsliced French bread"", ""5 slices bacon, cooked and crumbled"", ""2 c. shredded mozzarella cheese"", ""1/4 c. butter or margarine, melted""]","[""Cut bread into 1 inch thick slices."", ""Place sliced loaf on a large piece of foil."", ""Combine bacon and cheese."", ""Place between bread slices."", ""Drizzle butter over loaf."", ""Wrap in foil and bake at 350\u00b0 for 20 minutes.""]","[""bread"", ""bacon"", ""mozzarella cheese"", ""butter""]"
Salsa Roll-Ups,"[""pkg. tortillas"", ""2 pkg. cream cheese (regular or low-fat)"", ""1 (16 oz.) salsa""]","[""Spread cream cheese over tortillas."", ""Roll tortillas and cut into small segments."", ""Serve tortillas with salsa for dipping!""]","[""tortillas"", ""cream cheese"", ""salsa""]"
Biscuits,"[""1 c. flour"", ""1/2 c. milk"", ""2 Tbsp. mayonnaise""]","[""Stir up and put in muffin tin.""]","[""flour"", ""milk"", ""mayonnaise""]"
Rugalach,"[""1/2 lb. melted butter"", ""1/2 pt. sour cream"", ""2 heaping c. flour""]","[""Mix and roll above ingredients in four balls; refrigerate overnight."", ""Roll each ball into a pie shape."", ""Sprinkle with sugar and cinnamon."", ""Cut each into 16 triangles."", ""Fill with fruit jam, nuts and raisins."", ""Grease sheet; bake at 375\u00b0 for 15 minutes.""]","[""butter"", ""sour cream"", ""flour""]"
Chicken Egg Drop Soup,"[""1 Tbsp. diced onion"", ""1/2 c. chopped celery"", ""4 c. chicken broth"", ""1 egg, slightly beaten""]","[""Cook onion and celery in broth until tender."", ""Slowly pour beaten egg into boiling broth, stirring so egg separates into shreds."", ""Yields 4 cups (4 servings).""]","[""onion"", ""celery"", ""chicken broth"", ""egg""]"
Buttery Biscuit Rolls,"[""2 sticks butter (no substitutes)"", ""1 (8 oz.) carton sour cream"", ""2 c. self-rising flour, unsifted""]","[""Preheat oven to 350\u00b0."", ""Melt butter in a large saucepan."", ""Add sour cream and flour to butter; mix."", ""Drop batter into miniature, ungreased muffin tins."", ""Fill to the top."", ""Bake 25 minutes.""]","[""butter"", ""sour cream"", ""flour""]"
Blt Dip,"[""1 lb. bacon"", ""8 oz. sour cream"", ""2 tomatoes"", ""1 1/2 c. mayonnaise""]","[""Cook bacon crisp and dice."", ""Dice tomatoes."", ""Mix all ingredients 1 day ahead and serve with toast or crackers.""]","[""bacon"", ""sour cream"", ""tomatoes"", ""mayonnaise""]"
Biscuits,"[""2 c. self-rising flour"", ""2 sticks butter"", ""8 oz. sour cream""]","[""Mix all ingredients and put in muffin pan."", ""Bake at 425\u00b0 until brown.""]","[""flour"", ""butter"", ""sour cream""]"
Cream Cheese Tarts(Makes 4 Dozen)  ,"[""6 oz. cream cheese"", ""1/2 lb. butter"", ""2 c. flour""]","[""Cream butter and cheese."", ""Mix in flour."", ""Form into a ball. Chill in freezer for 1 hour."", ""Break off small ball of dough and fit into greased mini tart pans.""]","[""cream cheese"", ""butter"", ""flour""]"
Egg In A Hole,"[""1 slice bread"", ""1 egg"", ""butter""]","[""Butter both sides of bread after tearing out a hole (in the center"", ""of the slice) about the size of the egg yolk."", ""Put bread in frying pan and then break egg into hole."", ""Cook slowly and flip to"", ""finish"", ""cooking"", ""egg."", ""Salt and pepper to taste. Serve.""]","[""bread"", ""egg"", ""butter""]"
Twice Baked Potatoes,"[""8 potatoes, boiled and drained"", ""butter"", ""1 c. sour cream"", ""1 (8 oz.) cream cheese""]","[""Mash potatoes and add butter, sour cream and cream cheese. Blend well."", ""Place in a casserole dish and bake 45 minutes at 325\u00b0."", ""You can add cheese and paprika.""]","[""potatoes"", ""butter"", ""sour cream"", ""cream cheese""]"
French Toast,"[""1 egg"", ""1 c. self-rising flour"", ""2 or 3 slices bread"", ""1/2 to 1 c. milk""]","[""Mix egg, flour and milk (add milk slowly) to make mixture like pancake batter."", ""Cut bread diagonal and dip in batter and drop into hot oil (in a Fry Daddy or skillet)."", ""Cook to golden brown and turn and cook other side to golden brown."", ""Sprinkle with powdered sugar and add syrup.""]","[""egg"", ""flour"", ""bread"", ""milk""]"
Potato Soup With Dumplings,"[""1 pkg. bacon, cut in pieces"", ""2 potatoes, diced"", ""1 onion, chopped""]","[""Cover with water and boil.""]","[""bacon"", ""potatoes"", ""onion""]"
Bacony Chicken Breasts,"[""4 to 6 boneless skinless chicken breasts"", ""1 can cooked, sliced white potatoes"", ""1 small jar sliced mushrooms"", ""6 to 8 slices bacon""]","[""Cook chicken in frying pan until done."", ""May use oil or butter or a combination."", ""Place potatoes, mushrooms and bacon in a broiler pan under broiler in oven."", ""Cook 5 minutes, then turn and cook 5 minutes more or until bacon is done."", ""Serve potatoes, mushrooms and bacon over chicken.""]","[""chicken breasts"", ""potatoes"", ""mushrooms"", ""bacon""]"
Cannelloni,"[""1 c. flour"", ""1 c. milk"", ""1 egg""]","[""Mix well in a food processor or with a hand mixer."", ""Cook crepes in a Teflon pan."", ""Cool with paper toweling between each crepe."", ""The crepes may be wrapped in plastic wrap and frozen at this point.""]","[""flour"", ""milk"", ""egg""]"
Baked Potatoes,"[""reed potatoes (1 to 2 per person)"", ""1 large onion"", ""bacon""]","[""Clean and cut potatoes in half. Place in greased baking pan. Slice onion in rings and place on top of potatoes, then salt and pepper to taste.""]","[""potatoes"", ""onion"", ""bacon""]"
Tea Time Tassies,"[""1 small pkg. cream cheese"", ""1/4 c. butter or margarine"", ""1 c. flour""]","[""Mix all ingredients and separate into approximately 1-inch balls."", ""Spread balls around bottom and edge of small muffin tins.""]","[""cream cheese"", ""butter"", ""flour""]"
Mushroom Pate,"[""1 (8 oz.) pkg. cream cheese"", ""6 medium size mushrooms"", ""1/8 tsp. garlic powder or to taste"", ""1 Tbsp. butter""]","[""Clean and slice the mushrooms."", ""Cook in the butter for 2 minutes."", ""Puree in a blender until smooth."", ""Add cream cheese and garlic powder; blend well."", ""Chill and serve with crackers or vegetables.""]","[""cream cheese"", ""mushrooms"", ""garlic"", ""butter""]"
Delicious Biscuits,"[""1 c. sour cream"", ""1 c. self-rising flour"", ""1 stick melted butter""]","[""Mix all together."", ""Roll out and cut."", ""Put in small muffin pans, greased with Crisco."", ""Bake at 425\u00b0 for 8 to 10 minutes.""]","[""sour cream"", ""flour"", ""butter""]"
Sour Cream Rolls,"[""1 c. sour cream"", ""1 stick butter"", ""1 c. self-rising flour""]","[""Combine all ingredients in a bowl."", ""Bake in greased mini muffin tins at 450\u00b0 for about 15 minutes or until lightly brown. Makes 24 rolls.""]","[""sour cream"", ""butter"", ""flour""]"
Zesty White Sauce,"[""2 Tbsp. seasoned flour"", ""2 Tbsp. butter"", ""1 c. milk""]","[""Melt over low heat the butter."", ""Stir slowly with flour until well blended."", ""Stir in slowly the milk (or milk and light stock, or stock and cream)."", ""Simmer and stir the sauce until it has thickened and is smooth.""]","[""flour"", ""butter"", ""milk""]"
Press And Bake Cream Cheese Crust,"[""1 (3 oz.) pkg. cream cheese (room temperature)"", ""1/2 c. or 1 stick butter or margarine, softened"", ""1 c. sifted all-purpose flour""]","[""Combine cream cheese and butter; blend well."", ""Stir in flour. Refrigerate about 1 hour."", ""Remove dough from refrigerator and press into bottom and up side of an ungreased 9-inch pie pan or dish.""]","[""cream cheese"", ""butter"", ""flour""]"
Quick Rolls,"[""2 c. flour (self-rising)"", ""1 c. milk"", ""2 Tbsp. mayonnaise""]","[""Mix together and drop on a cookie sheet by tablespoons."", ""Bake at 375\u00b0 for 25 minutes.""]","[""flour"", ""milk"", ""mayonnaise""]"
"The ""Holey"" Egg","[""1 egg"", ""1 piece bread"", ""1/2 Tbsp. butter or margarine""]","[""You will also need 1 small to medium water glass and 1 medium size skillet or frying pan.""]","[""egg"", ""bread"", ""butter""]"
Mayonnaise Bread,"[""2 c. flour"", ""1 c. milk"", ""1 c. mayonnaise""]","[""Mix all ingredients and spoon into muffin pan."", ""Bake at 370\u00b0 until done.""]","[""flour"", ""milk"", ""mayonnaise""]"
Easy Rolls,"[""1 c. self rising flour"", ""1/2 c. milk"", ""2 Tbsp mayonnaise""]","[""Mix well and spoon into greased muffin pan. Bake at 400\u00b0 until brown.""]","[""flour"", ""milk"", ""mayonnaise""]"
Vegetable Dip,"[""1 c. sour cream"", ""2 c. mayonnaise"", ""1 pkg. Original Hidden Valley Ranch dressing"", ""garlic salt""]","[""Mix together very well.""]","[""sour cream"", ""mayonnaise"", ""garlic""]"
Holiday Salad,"[""1 medium carton cream cheese"", ""1 (8 oz.) Cool Whip"", ""1/2 c. sour cream"", ""1 large pkg. lemon, orange or lime Jell-O (dry)""]","[""Mix well, then add your fruit (mandarin oranges, pineapple either crushed or chunk)."", ""Mix gently."", ""Refrigerate.""]","[""cream cheese"", ""sour cream"", ""lemon""]"
Rice And Okra,"[""1/4 c. rice"", ""1/2 lb. bacon"", ""1 small onion""]","[""Cook bacon until crisp; cook about 1/4 cup of rice and add onion."", ""Pour some of the fat from the bacon in a frying pan and add the okra."", ""Cook until it is done."", ""Add the rice and onion and let simmer for awhile.""]","[""rice"", ""bacon"", ""onion""]"
Soy Chicken,"[""boneless chicken breasts"", ""garlic powder"", ""soy sauce""]","[""Very easy!!"", ""Make 3 slices across the top of chicken."", ""Pour the soy sauce over the chicken, using approximately 1/2 to 1 cup of soy sauce."", ""Sprinkle a good amount of garlic powder over the top."", ""Let sit for 15 to 20 minutes."", ""Best if barbecued on gas grill."", ""Also can broil.""]","[""chicken breasts"", ""garlic"", ""soy sauce""]"
Tiny Cream Cheese Biscuits,"[""1 (8 oz.) cream cheese, softened"", ""1/2 c. butter or margarine, softened"", ""1 c. self-rising flour""]","[""Beat cream cheese and butter at medium speed with electric mixer 2 minutes or until creamy."", ""Gradually add flour, beating at a low speed just until blended."", ""Spoon dough into ungreased miniature muffin pans, filling full."", ""Bake at 400\u00b0 for 15 minutes or until golden."", ""Serve immediately."", ""Makes approximately 1 1/2 dozen.""]","[""cream cheese"", ""butter"", ""flour""]"
Mrs. Opal'S Dinner Rolls,"[""2 cups flour"", ""3 Tbsp. mayonnaise"", ""1 cup milk""]","[""Mix above ingredients using tablespoon."", ""Mix well."", ""Grease muffin pan."", ""Cook at 450\u00b0 until golden brown."", ""Yields 12.""]","[""flour"", ""mayonnaise"", ""milk""]"
Mayonnaise Muffin Biscuits,"[""1 1/4 c. self-rising flour"", ""3 Tbsp. mayonnaise"", ""1 c. milk""]","[""Mix together and"", ""pour in greased muffin tins.\tBake at 420\u00b0 for 15 to 20 minutes.""]","[""flour"", ""mayonnaise"", ""milk""]"
Chicken Rice Soup,"[""3 cans chicken broth"", ""4 chicken breasts, cut in bite size pieces"", ""1 1/2 to 2 c. rice (not instant)"", ""1 small onion""]","[""Heat broth."", ""Add chicken, onion and rice."", ""Simmer until done. If too thick, add another can of chicken broth.""]","[""chicken broth"", ""chicken breasts"", ""rice"", ""onion""]"
Mashed Baked Potatoes,"[""10 to 12 medium potatoes, salted, boiled and mashed"", ""1/4 lb. butter"", ""8 oz. cream cheese"", ""1 c. half and half""]","[""Beat all together."", ""Bake, uncovered, for one hour.""]","[""potatoes"", ""butter"", ""cream cheese""]"
Nut Or Poppy Seed Rolls,"[""4 sticks butter"", ""4 c. flour"", ""2 (8 oz.) pkg. cream cheese, softened""]","[""Mix butter and cream cheese together, then add flour."", ""Mix good."", ""Chill overnight."", ""Next day, roll out; spread nut mixture or whatever filling you want."", ""Bake at 350\u00b0 for 30 minutes or until top gets nice and brown.""]","[""butter"", ""flour"", ""cream cheese""]"
Picadillo Soup,"[""1/2 lb. ground beef"", ""2 potatoes, cut into cubes"", ""3 tomatoes, chopped"", ""1 onion, chopped"", ""2 cloves garlic, chopped"", ""2 beef bouillon cubes""]","[""Saute garlic with onions and tomatoes."", ""Add 2 bouillon cubes. Saute well on medium heat."", ""Add meat and potatoes with about 1/4 cup water."", ""Let boil; continue adding water to make soup consistency.""]","[""ground beef"", ""potatoes"", ""tomatoes"", ""onion"", ""garlic""]"
Sheila'S Salsa,"[""2 lb. ground beef"", ""2 Tbsp. sour cream"", ""1 (24 oz.) jar salsa"", ""1 (16 oz.) jar Cheez Whiz""]","[""Brown ground beef; drain."", ""Add sour cream, salsa and Cheez Whiz."", ""Mix well and cook on medium heat until thick."", ""Great with tortilla chips.""]","[""ground beef"", ""sour cream"", ""salsa""]"
Irish Potato Casserole,"[""5 to 5 1/2 c. peeled potatoes"", ""1 (8 oz.) pkg. cream cheese"", ""8 oz. sour cream"", ""1/2 c. melted butter or oleo""]","[""Cook potatoes and mash."", ""Beat cream cheese in mixer until smooth."", ""Add potatoes and rest of ingredients and beat until well mixed."", ""Spoon into buttered casserole."", ""Cover."", ""Refrigerate overnight.""]","[""potatoes"", ""cream cheese"", ""sour cream"", ""butter""]"
Valdosta Muffins,"[""2 sticks butter or margarine"", ""1 c. sour cream"", ""2 c. self-rising flour""]","[""Melt butter."", ""Add other ingredients."", ""Put in ungreased muffin tins."", ""Preheat oven to 450\u00b0."", ""Bake 15 minutes or until golden.""]","[""butter"", ""sour cream"", ""flour""]"
Cream Sauce For Vegetables,"[""2 Tbsp. flour"", ""2 Tbsp. butter"", ""1 c. milk""]","[""Use about 3 cups cooked or canned vegetables (green peas, carrots, etc.). Heat butter. Stir in flour."", ""Add milk, stirring until smooth. Cook and stir until mixture is thick. Add salt and pepper, then add vegetables.""]","[""flour"", ""butter"", ""milk""]"
Potato Cakes,"[""2 c. mashed potatoes"", ""1 egg"", ""1/4 c. flour""]","[""Mix together well."", ""Shape into"", ""patties,"", ""like hamburgers. Fry in buttered skillet until"", ""golden brown."", ""Serve with pancake syrup, gravy, etc.""]","[""potatoes"", ""egg"", ""flour""]"
Mini Sour Cream Biscuits,"[""1/2 stick butter"", ""1/4 c. sour cream"", ""1/2 c. self-rising flour""]","[""Combine butter and sour cream. Blend well. Add flour and mix well. Fill greased mini muffin cups 3/4 full. Bake at 425\u00b0 for 12 to 15 minutes.""]","[""butter"", ""sour cream"", ""flour""]"
Cucumber Dip,"[""1 large cucumber"", ""1 medium onion"", ""1 (8 oz.) pkg. cream cheese, softened""]","[""Grate cucumbers."", ""Squeeze water out."", ""Grate onion; mix with cucumber."", ""Add cream cheese to vegetables; mix well."", ""Salt and pepper.""]","[""cucumber"", ""onion"", ""cream cheese""]"
Potato Pancakes,"[""4 Tbsp. flour"", ""1/2 c. onion"", ""1 egg"", ""2 c. mashed potatoes""]","[""Use leftover mashed potatoes from refrigerator."", ""For every two cups potatoes, add 4 tablespoons flour, 1/2 cup onion and 1 egg. Stir ingredients and make into patties."", ""Fry in skillet until brown on each side.""]","[""flour"", ""onion"", ""egg"", ""potatoes""]"
Nut Tarts,"[""1 stick butter"", ""1 c. flour"", ""1 small pkg. cream cheese""]","[""Mix crust ingredients; form into 24 balls."", ""Line 24 small muffin tins by pressing dough around in each muffin tin.""]","[""butter"", ""flour"", ""cream cheese""]"
Egg With A Hat,"[""1 slice bread"", ""2 Tbsp. butter"", ""1 egg""]","[""With a 2 1/2-inch round cutter, cut out a circle on the slice of bread."", ""Melt butter in a heavy frying pan."", ""Put in both pieces of bread."", ""Cook over moderate heat until they begin to brown. Break an egg into the hole and sprinkle it with salt and pepper. Continue cooking until the bread is brown."", ""Turn and brown the other side."", ""Add butter as needed to keep the bread from sticking. Serve with the cut-out piece on top.""]","[""bread"", ""butter"", ""egg""]"
Garlic Toast,"[""bread"", ""butter"", ""garlic salt""]","[""Butter both sides of bread."", ""Shake a small amount of garlic salt on both sides."", ""Place in heated frypan until golden brown on both sides."", ""Serve hot.""]","[""bread"", ""butter"", ""garlic""]"
Dan'S Favorite Chip Dip,"[""1 (8 oz.) pkg. cream cheese"", ""milk"", ""garlic salt""]","[""Let cream cheese soften."", ""Mix with mixer to make smooth and creamy."", ""Add milk, a little at a time, until desired consistency. Season with garlic salt to taste.""]","[""cream cheese"", ""milk"", ""garlic""]"
Cheese Straws,"[""7/8 c. flour"", ""1/2 c. butter"", ""1/4 c. milk"", ""2/3 c. grated cheddar cheese""]","[""Mix all ingredients in a bowl until a dough is formed. Pat out on wax paper or floured board until 1/4 thick. Cut in strips 1/2 inch wide and form into sticks 3 to 4 inches long. Place on ungreased baking sheet. Bake at 400\u00b0 about 12 minutes, until golden brown.""]","[""flour"", ""butter"", ""milk"", ""cheddar cheese""]"
Biscuits (Mayonnaise),"[""2 c. self-rising flour"", ""2 Tbsp. mayonnaise"", ""1 c. milk""]","[""Stir all ingredients well. Put into greased muffin tin."", ""Bake at 400\u00b0."", ""Brown as desired.""]","[""flour"", ""mayonnaise"", ""milk""]"
Garlic Bread,"[""3 cloves garlic"", ""1 stick butter"", ""1 loaf French bread""]","[""Soften butter."", ""Smash garlic and mix together."", ""Spread on bread and place in broiler until top is crisp and brown.""]","[""garlic"", ""butter"", ""bread""]"
Steak In Sour Cream,"[""1 lb. round steak"", ""1/2 stick butter"", ""small onion"", ""small can mushrooms"", ""1/2 pt. sour cream""]","[""Cut meat in serving pieces."", ""Salt,"", ""pepper and flour meat. Brown in butter."", ""Remove meat; saute onion and mushrooms in butter."", ""Add sour cream and stir well."", ""Place meat pieces in casserole."", ""Pour sour cream mixture over meat."", ""Cover and cook at 350\u00b0 for about 1 hour. This is a good recipe for deer steaks."", ""It cuts the wild taste.""]","[""butter"", ""onion"", ""mushrooms"", ""sour cream""]"
T'S Carrot Soup,"[""2 Tbsp. butter"", ""1 small onion, chopped"", ""2 1/2 c. chicken broth"", ""1 lb. carrots, sliced"", ""2 c. diced potatoes"", ""1 c. milk""]","[""Saute onion in butter."", ""Add chicken broth, carrots and potatoes and simmer."", ""Cook until vegetables are tender."", ""Blend into a puree. Return to pan with milk."", ""Reheat."", ""Serve with a sandwich for a great lunch!""]","[""butter"", ""onion"", ""chicken broth"", ""carrots"", ""potatoes"", ""milk""]"
Mashed Potato Casserole,"[""6 to 8 potatoes"", ""1 c. sour cream"", ""1 (8 oz.) cream cheese with chives"", ""butter""]","[""Boil potatoes and mash with sour cream and cream cheese. Place in baking dish."", ""Dot with butter."", ""Bake at 350\u00b0 for 30 minutes.""]","[""potatoes"", ""sour cream"", ""cream cheese"", ""butter""]"
Garlic Potatoes,"[""4 to 6 potatoes"", ""1/2 onion"", ""4 cloves garlic"", ""1/2 stick butter""]","[""Cube your potatoes."", ""Cube your onions."", ""Mince your garlic. Place all this in a microwave bowl with lid."", ""Add a little salt and pepper."", ""Cook at 4 minute intervals, stirring each time, until tender (3 or 4).""]","[""potatoes"", ""onion"", ""garlic"", ""butter""]"
Never-Fail White Sauce,"[""fat (preferably butter)"", ""milk or milk and cream"", ""flour""]","[""For thin sauce (per cup of liquid) use 1 tablespoon flour and 1 tablespoon butter.""]","[""butter"", ""milk"", ""flour""]"
Tea Time Tassies,"[""1/4 lb. butter"", ""3 oz. cream cheese"", ""1 c. flour""]","[""Cream butter and cheese."", ""Add flour."", ""Mix well."", ""Form shells by rolling into balls and pressing with thumb into small muffins.""]","[""butter"", ""cream cheese"", ""flour""]"
Delicious Butter Pop-Ups,"[""1/4 c. milk"", ""1 c. sour cream"", ""2 c. flour (self-rising)"", ""1 1/2 sticks melted butter""]","[""Mix together and bake at 400\u00b0 in muffin pans for 20 minutes. Don't overcook."", ""Makes 12."", ""These are wonderful!""]","[""milk"", ""sour cream"", ""flour"", ""butter""]"
Potato Casserole,"[""6 or 8 potatoes, cooked until done, drained and mashed really fluffy"", ""8 oz. cream cheese"", ""1/4 c. sour cream""]","[""Add cream cheese and sour cream slowly to hot, mashed potatoes."", ""Season with salt and pepper."", ""Put in baking dish and brush top with melted butter."", ""Sprinkle with paprika."", ""Bake at 350\u00b0 for 30 minutes.""]","[""potatoes"", ""cream cheese"", ""sour cream""]"
Quick Biscuits,"[""1 1/2 c. self-rising flour"", ""1 tsp. soft butter"", ""1 c. milk""]","[""Blend flour, milk and butter in bowl."", ""Mix well."", ""Roll out on slightly floured wax paper."", ""Cut with cutter."", ""Place on slightly oiled pan."", ""Bake at 450\u00b0 for about 15 minutes.""]","[""flour"", ""butter"", ""milk""]"
French Toast,"[""1 c. milk"", ""8 to 10 slices bread"", ""1 egg""]","[""Mix egg and milk with fork. Place bread in mix, getting both sides moist. Place on preheated griddle. Let cook for 1 to 2 minutes and turn. Repeat until both sides are golden brown. Top as desired. Makes about 8 to 10 pieces.""]","[""milk"", ""bread"", ""egg""]"
One Dish Hamburger Meal,"[""2 lb. ground beef"", ""2 (1 lb.) cans tomatoes"", ""1 c. rice""]","[""Brown ground beef."", ""Drain grease."", ""Add tomatoes and rice. Cover; simmer until rice is tender."", ""Really simple but delicious.""]","[""ground beef"", ""tomatoes"", ""rice""]"
Pecan Tarts,"[""1 (3 oz.) pkg. cream cheese"", ""1/2 c. butter or margarine"", ""1 c. sifted flour""]","[""Soften cream cheese and butter; mix well."", ""Stir in flour. Mix; cover and refrigerate."", ""Chill about 1 hour."", ""Shape into small balls, about 1-inch."", ""Press into the mini muffin tins.""]","[""cream cheese"", ""butter"", ""flour""]"
Miniature Ham Quiche,"[""3 oz. cream cheese"", ""1/2 c. real butter"", ""1 c. flour""]","[""Let cream cheese and butter soften at room temperature; blend together."", ""Stir in flour."", ""Roll in a ball and chill in refrigerator for 1 hour."", ""Shape into muffin tins like pie crust. (Do not grease tins.)""]","[""cream cheese"", ""butter"", ""flour""]"
Tomato Gravy And Biscuits,"[""1 can stewed tomatoes"", ""4 to 5 strips bacon"", ""2 Tbsp. flour"", ""6 biscuits (preferably homemade)""]","[""Fry bacon and remove from pan."", ""Add flour to pan over medium heat and stir constantly until light brown."", ""Add tomatoes and 1 can of water; stir well and add more water as needed while simmering."", ""Serve hot over biscuits."", ""Serves 2 heartily with leftovers.""]","[""tomatoes"", ""bacon"", ""flour""]"
Biscuits,"[""2 c. self-rising flour"", ""8 oz. sour cream"", ""2 sticks butter""]","[""Mix together with hands and put in muffin pans."", ""Bake 10 to 12 minutes at 350\u00b0 to 400\u00b0."", ""Makes 12.""]","[""flour"", ""sour cream"", ""butter""]"
Sour Cream Biscuits,"[""1 c. sour cream"", ""2 c. sifted self-rising flour"", ""2 sticks butter""]","[""Mix"", ""cream"", ""and flour, then butter."", ""Drop by tablespoon into small"", ""greased"", ""muffin tins."", ""Bake in preheated 400\u00b0 oven 10 to 15 minutes.""]","[""sour cream"", ""flour"", ""butter""]"
Super Seafood Salad,"[""1 (8 oz.) pkg. Louis Kemp Crab Delights"", ""1/3 c. mayonnaise"", ""1 c. sliced celery"", ""2 Tbsp. finely chopped onion or green onion""]","[""Cut Crab Delights in half or shred with electric mixer on low speed."", ""Combine with mayonnaise, celery and onion."", ""Makes 4 servings.""]","[""mayonnaise"", ""celery"", ""onion""]"
Potato Soup,"[""3 medium potatoes"", ""1 medium onion"", ""1 c. milk"", ""2 Tbsp. flour""]","[""Cook potatoes and onion until done in saucepan with enough water to cover."", ""Mix milk and flour until all flour lumps are dissolved; add to potatoes and onion."", ""Cook until slightly thick. Add salt and pepper to taste.""]","[""potatoes"", ""onion"", ""milk"", ""flour""]"
Sour Cream Muffins,"[""2 sticks butter (not margarine)"", ""2 c. self-rising flour"", ""8 oz. sour cream""]","[""Melt butter and cool."", ""Mix with flour and sour cream."", ""Drop into ungreased muffin tins."", ""Bake in 325\u00b0 oven for twenty minutes.""]","[""butter"", ""flour"", ""sour cream""]"
Left-Over Mashed Potato Patties,"[""1 egg"", ""1 Tbsp. flour"", ""1 small onion, chopped fine""]","[""Mix egg with potatoes."", ""Blend in onion; add flour and mix well."", ""Spoon out mixture in a pan of flour and roll to coat both sides."", ""Drop in skillet of hot oil and fry on both sides until brown."", ""Any leftover meat pieces can be added to the mixture before browning.""]","[""egg"", ""flour"", ""onion""]"
